Country,Day,Month,Year,Sector,Site,Station,Reef.zone,benthic_name,benthic_code,mean_cover,sd,se,level,level1_code,level2_code,X..samples,Organization,Period,Source,benthic_name2
Kenya,9,10,2017,,Diani-Chale,Mwagogo,,Favia,fav,1,1.4,NA,NA,,NA,2,FIELDWORK,Post,NEW,Favia
Kenya,9,10,2017,,Diani-Chale,Mwagogo,,Favites,fts,1.5,0.7,NA,NA,,NA,2,FIELDWORK,Post,NEW,Favites
Kenya,9,10,2017,,Diani-Chale,Mwagogo,,Fungia,fun,0,0,NA,NA,,NA,2,FIELDWORK,Post,NEW,Fungia
Kenya,9,10,2017,,Diani-Chale,Mwagogo,,Galaxea,gal,1,1.4,NA,NA,,NA,2,FIELDWORK,Post,NEW,Galaxea
Kenya,9,10,2017,,Diani-Chale,Mwagogo,,Goniopora,gop,0,0,NA,NA,,NA,2,FIELDWORK,Post,NEW,Goniopora
Kenya,9,10,2017,,Diani-Chale,Mwagogo,,Hydnopohora,hyd,0,0,NA,NA,,NA,2,FIELDWORK,Post,NEW,Hydnopohora
Kenya,9,10,2017,,Diani-Chale,Mwagogo,,Inverts-other,INV,0,0,NA,NA,,NA,2,FIELDWORK,Post,NEW,Inverts-other
Kenya,9,10,2017,,Diani-Chale,Mwagogo,,Leptoria,leo,0,0,NA,NA,,NA,2,FIELDWORK,Post,NEW,Leptoria
Kenya,9,10,2017,,Diani-Chale,Mwagogo,,Lobophyllia,lob,0,0,NA,NA,,NA,2,FIELDWORK,Post,NEW,Lobophyllia
Kenya,9,10,2017,,Diani-Chale,Mwagogo,,Porites massive,porM,1,1.4,NA,NA,,NA,2,FIELDWORK,Post,NEW,Porites massive
Kenya,9,10,2017,,Diani-Chale,Mwagogo,,Millepora,cme,0,0,NA,NA,,NA,2,FIELDWORK,Post,NEW,Millepora
Kenya,9,10,2017,,Diani-Chale,Mwagogo,,Montipora,mtp,0,0,NA,NA,,NA,2,FIELDWORK,Post,NEW,Montipora
Kenya,9,10,2017,,Diani-Chale,Mwagogo,,Pavona,pav,0.5,0.7,NA,NA,,NA,2,FIELDWORK,Post,NEW,Pavona
Kenya,9,10,2017,,Diani-Chale,Mwagogo,,Platygyra,pla,0,0,NA,NA,,NA,2,FIELDWORK,Post,NEW,Platygyra
Kenya,9,10,2017,,Diani-Chale,Mwagogo,,Pocillopora,poc,0,0,NA,NA,,NA,2,FIELDWORK,Post,NEW,Pocillopora
Kenya,9,10,2017,,Diani-Chale,Mwagogo,,Recent Dead Coral,RDC,0,0,NA,NA,,NA,2,FIELDWORK,Post,NEW,Recent Dead Coral
Kenya,9,10,2017,,Diani-Chale,Mwagogo,,Rubble,RUB,10,7.1,NA,NA,,NA,2,FIELDWORK,Post,NEW,Rubble
Kenya,9,10,2017,,Diani-Chale,Mwagogo,,Sand,SND,9.5,4.9,NA,NA,,NA,2,FIELDWORK,Post,NEW,Sand
Kenya,9,10,2017,,Diani-Chale,Mwagogo,,Seagrass,SGR,20,1.4,NA,NA,,NA,2,FIELDWORK,Post,NEW,Seagrass
Kenya,9,10,2017,,Diani-Chale,Mwagogo,,Seriatopora,ser,0,0,NA,NA,,NA,2,FIELDWORK,Post,NEW,Seriatopora
Kenya,9,10,2017,,Diani-Chale,Mwagogo,,Silt,SIL,0,0,NA,NA,,NA,2,FIELDWORK,Post,NEW,Silt
Kenya,9,10,2017,,Diani-Chale,Mwagogo,,Soft coral,SC,0,0,NA,NA,,NA,2,FIELDWORK,Post,NEW,Soft coral
Kenya,9,10,2017,,Diani-Chale,Mwagogo,,Sponge,Spog,1.5,0.7,NA,NA,,NA,2,FIELDWORK,Post,NEW,Sponge
Kenya,9,10,2017,,Diani-Chale,Mwagogo,,Stylophora,sty,0,0,NA,NA,,NA,2,FIELDWORK,Post,NEW,Stylophora
Kenya,9,10,2017,,Diani-Chale,Mwagogo,,Symphillia,sym,0,0,NA,NA,,NA,2,FIELDWORK,Post,NEW,Symphillia
Kenya,12,10,2017,,Kilifi,Kuruwitu,,Acanthastrea,aca,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Acanthastrea
Kenya,12,10,2017,,Kilifi,Kuruwitu,,Acropora,acr,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Acropora
Kenya,12,10,2017,,Kilifi,Kuruwitu,,Algae-coralline,ACOR,2.67,0.6,NA,NA,,NA,3,FIELDWORK,Post,NEW,Algae-coralline
Kenya,12,10,2017,,Kilifi,Kuruwitu,,Algae-Halimeda,AHAL,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Algae-Halimeda
Kenya,12,10,2017,,Kilifi,Kuruwitu,,Algae-macro/fleshy,AMAC,17,3.5,NA,NA,,NA,3,FIELDWORK,Post,NEW,Algae-macro/fleshy
Kenya,12,10,2017,,Kilifi,Kuruwitu,,Algae-turf,ATRF,15.33,7.2,NA,NA,,NA,3,FIELDWORK,Post,NEW,Algae-turf
Kenya,12,10,2017,,Kilifi,Kuruwitu,,Astreopora,ast,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Astreopora
Kenya,12,10,2017,,Kilifi,Kuruwitu,,Bare substrate,BS,5,1,NA,NA,,NA,3,FIELDWORK,Post,NEW,Bare substrate
Kenya,12,10,2017,,Kilifi,Kuruwitu,,Porites branching,porB,9.67,8.1,NA,NA,,NA,3,FIELDWORK,Post,NEW,Porites branching
Kenya,12,10,2017,,Kilifi,Kuruwitu,,Diploastrea,dip,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Diploastrea
Kenya,12,10,2017,,Kilifi,Kuruwitu,,Echinopora,epo,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Echinopora
Kenya,12,10,2017,,Kilifi,Kuruwitu,,Favia,fav,0.33,0.6,NA,NA,,NA,3,FIELDWORK,Post,NEW,Favia
Kenya,12,10,2017,,Kilifi,Kuruwitu,,Favites,fts,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Favites
Kenya,12,10,2017,,Kilifi,Kuruwitu,,Fungia,fun,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Fungia
Kenya,12,10,2017,,Kilifi,Kuruwitu,,Galaxea,gal,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Galaxea
Kenya,12,10,2017,,Kilifi,Kuruwitu,,Goniopora,gop,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Goniopora
Kenya,12,10,2017,,Kilifi,Kuruwitu,,Hydnopohora,hyd,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Hydnopohora
Kenya,12,10,2017,,Kilifi,Kuruwitu,,Inverts-other,INV,0.33,0.6,NA,NA,,NA,3,FIELDWORK,Post,NEW,Inverts-other
Kenya,12,10,2017,,Kilifi,Kuruwitu,,Leptoria,leo,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Leptoria
Kenya,12,10,2017,,Kilifi,Kuruwitu,,Lobophyllia,lob,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Lobophyllia
Kenya,12,10,2017,,Kilifi,Kuruwitu,,Porites massive,porM,1.33,1.2,NA,NA,,NA,3,FIELDWORK,Post,NEW,Porites massive
Kenya,12,10,2017,,Kilifi,Kuruwitu,,Millepora,cme,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Millepora
Kenya,12,10,2017,,Kilifi,Kuruwitu,,Montipora,mtp,1.33,2.3,NA,NA,,NA,3,FIELDWORK,Post,NEW,Montipora
Kenya,12,10,2017,,Kilifi,Kuruwitu,,Pavona,pav,10.33,6.1,NA,NA,,NA,3,FIELDWORK,Post,NEW,Pavona
Kenya,12,10,2017,,Kilifi,Kuruwitu,,Platygyra,pla,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Platygyra
Kenya,12,10,2017,,Kilifi,Kuruwitu,,Pocillopora,poc,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Pocillopora
Kenya,12,10,2017,,Kilifi,Kuruwitu,,Recent Dead Coral,RDC,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Recent Dead Coral
Kenya,12,10,2017,,Kilifi,Kuruwitu,,Rubble,RUB,5,1,NA,NA,,NA,3,FIELDWORK,Post,NEW,Rubble
Kenya,12,10,2017,,Kilifi,Kuruwitu,,Sand,SND,10,7,NA,NA,,NA,3,FIELDWORK,Post,NEW,Sand
Kenya,12,10,2017,,Kilifi,Kuruwitu,,Seagrass,SGR,12.33,5.5,NA,NA,,NA,3,FIELDWORK,Post,NEW,Seagrass
Kenya,12,10,2017,,Kilifi,Kuruwitu,,Seriatopora,ser,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Seriatopora
Kenya,12,10,2017,,Kilifi,Kuruwitu,,Silt,SIL,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Silt
Kenya,12,10,2017,,Kilifi,Kuruwitu,,Soft coral,SC,1.33,1.5,NA,NA,,NA,3,FIELDWORK,Post,NEW,Soft coral
Kenya,12,10,2017,,Kilifi,Kuruwitu,,Sponge,Spog,2.67,0.6,NA,NA,,NA,3,FIELDWORK,Post,NEW,Sponge
Kenya,12,10,2017,,Kilifi,Kuruwitu,,Stylophora,sty,5.33,6.8,NA,NA,,NA,3,FIELDWORK,Post,NEW,Stylophora
Kenya,12,10,2017,,Kilifi,Kuruwitu,,Symphillia,sym,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Symphillia
Kenya,13,10,2017,,Kilifi,Kanamai,,Acanthastrea,aca,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Acanthastrea
Kenya,13,10,2017,,Kilifi,Kanamai,,Acropora,acr,2,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Acropora
Kenya,13,10,2017,,Kilifi,Kanamai,,Algae-coralline,ACOR,1.67,2.1,NA,NA,,NA,3,FIELDWORK,Post,NEW,Algae-coralline
Kenya,13,10,2017,,Kilifi,Kanamai,,Algae-Halimeda,AHAL,5,4.4,NA,NA,,NA,3,FIELDWORK,Post,NEW,Algae-Halimeda
Kenya,13,10,2017,,Kilifi,Kanamai,,Algae-macro/fleshy,AMAC,21.33,9.5,NA,NA,,NA,3,FIELDWORK,Post,NEW,Algae-macro/fleshy
Kenya,13,10,2017,,Kilifi,Kanamai,,Algae-turf,ATRF,7.67,5.1,NA,NA,,NA,3,FIELDWORK,Post,NEW,Algae-turf
Kenya,13,10,2017,,Kilifi,Kanamai,,Astreopora,ast,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Astreopora
Kenya,13,10,2017,,Kilifi,Kanamai,,Bare substrate,BS,0.67,1.2,NA,NA,,NA,3,FIELDWORK,Post,NEW,Bare substrate
Kenya,13,10,2017,,Kilifi,Kanamai,,Porites branching,porB,9.67,8.4,NA,NA,,NA,3,FIELDWORK,Post,NEW,Porites branching
Kenya,13,10,2017,,Kilifi,Kanamai,,Diploastrea,dip,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Diploastrea
Kenya,13,10,2017,,Kilifi,Kanamai,,Echinopora,epo,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Echinopora
Kenya,13,10,2017,,Kilifi,Kanamai,,Favia,fav,1.67,1.5,NA,NA,,NA,3,FIELDWORK,Post,NEW,Favia
Kenya,13,10,2017,,Kilifi,Kanamai,,Favites,fts,9.67,10,NA,NA,,NA,3,FIELDWORK,Post,NEW,Favites
Kenya,13,10,2017,,Kilifi,Kanamai,,Fungia,fun,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Fungia
Kenya,13,10,2017,,Kilifi,Kanamai,,Galaxea,gal,2.33,2.1,NA,NA,,NA,3,FIELDWORK,Post,NEW,Galaxea
Kenya,13,10,2017,,Kilifi,Kanamai,,Goniopora,gop,0.67,0.6,NA,NA,,NA,3,FIELDWORK,Post,NEW,Goniopora
Kenya,13,10,2017,,Kilifi,Kanamai,,Hydnopohora,hyd,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Hydnopohora
Kenya,13,10,2017,,Kilifi,Kanamai,,Inverts-other,INV,2,1,NA,NA,,NA,3,FIELDWORK,Post,NEW,Inverts-other
Kenya,13,10,2017,,Kilifi,Kanamai,,Leptoria,leo,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Leptoria
Kenya,13,10,2017,,Kilifi,Kanamai,,Lobophyllia,lob,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Lobophyllia
Kenya,13,10,2017,,Kilifi,Kanamai,,Porites massive,porM,3.33,3.1,NA,NA,,NA,3,FIELDWORK,Post,NEW,Porites massive
Kenya,13,10,2017,,Kilifi,Kanamai,,Millepora,cme,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Millepora
Kenya,13,10,2017,,Kilifi,Kanamai,,Montipora,mtp,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Montipora
Kenya,13,10,2017,,Kilifi,Kanamai,,Pavona,pav,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Pavona
Kenya,13,10,2017,,Kilifi,Kanamai,,Platygyra,pla,3.33,0.6,NA,NA,,NA,3,FIELDWORK,Post,NEW,Platygyra
Kenya,13,10,2017,,Kilifi,Kanamai,,Pocillopora,poc,1.67,1.5,NA,NA,,NA,3,FIELDWORK,Post,NEW,Pocillopora
Kenya,13,10,2017,,Kilifi,Kanamai,,Recent Dead Coral,RDC,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Recent Dead Coral
Kenya,13,10,2017,,Kilifi,Kanamai,,Rubble,RUB,8.33,1.5,NA,NA,,NA,3,FIELDWORK,Post,NEW,Rubble
Kenya,13,10,2017,,Kilifi,Kanamai,,Sand,SND,3.33,3.1,NA,NA,,NA,3,FIELDWORK,Post,NEW,Sand
Kenya,13,10,2017,,Kilifi,Kanamai,,Seagrass,SGR,11.33,16.3,NA,NA,,NA,3,FIELDWORK,Post,NEW,Seagrass
Kenya,13,10,2017,,Kilifi,Kanamai,,Seriatopora,ser,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Seriatopora
Kenya,13,10,2017,,Kilifi,Kanamai,,Silt,SIL,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Silt
Kenya,13,10,2017,,Kilifi,Kanamai,,Soft coral,SC,4.33,4.5,NA,NA,,NA,3,FIELDWORK,Post,NEW,Soft coral
Kenya,13,10,2017,,Kilifi,Kanamai,,Sponge,Spog,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Sponge
Kenya,13,10,2017,,Kilifi,Kanamai,,Stylophora,sty,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Stylophora
Kenya,13,10,2017,,Kilifi,Kanamai,,Symphillia,sym,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Symphillia
Kenya,14,10,2017,,Watamu,Uyombo 2,,Acanthastrea,aca,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Acanthastrea
Kenya,14,10,2017,,Watamu,Uyombo 2,,Acropora,acr,10.67,6.7,NA,NA,,NA,3,FIELDWORK,Post,NEW,Acropora
Kenya,14,10,2017,,Watamu,Uyombo 2,,Algae-coralline,ACOR,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Algae-coralline
Kenya,14,10,2017,,Watamu,Uyombo 2,,Algae-Halimeda,AHAL,15.33,2.1,NA,NA,,NA,3,FIELDWORK,Post,NEW,Algae-Halimeda
Kenya,14,10,2017,,Watamu,Uyombo 2,,Algae-macro/fleshy,AMAC,15.67,5.8,NA,NA,,NA,3,FIELDWORK,Post,NEW,Algae-macro/fleshy
Kenya,14,10,2017,,Watamu,Uyombo 2,,Algae-turf,ATRF,3.67,0.6,NA,NA,,NA,3,FIELDWORK,Post,NEW,Algae-turf
Kenya,14,10,2017,,Watamu,Uyombo 2,,Astreopora,ast,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Astreopora
Kenya,14,10,2017,,Watamu,Uyombo 2,,Bare substrate,BS,1.33,1.5,NA,NA,,NA,3,FIELDWORK,Post,NEW,Bare substrate
Kenya,14,10,2017,,Watamu,Uyombo 2,,Porites branching,porB,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Porites branching
Kenya,14,10,2017,,Watamu,Uyombo 2,,Diploastrea,dip,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Diploastrea
Kenya,14,10,2017,,Watamu,Uyombo 2,,Echinopora,epo,1,1.7,NA,NA,,NA,3,FIELDWORK,Post,NEW,Echinopora
Kenya,14,10,2017,,Watamu,Uyombo 2,,Favia,fav,0.67,0.6,NA,NA,,NA,3,FIELDWORK,Post,NEW,Favia
Kenya,14,10,2017,,Watamu,Uyombo 2,,Favites,fts,0.67,0.6,NA,NA,,NA,3,FIELDWORK,Post,NEW,Favites
Kenya,14,10,2017,,Watamu,Uyombo 2,,Fungia,fun,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Fungia
Kenya,14,10,2017,,Watamu,Uyombo 2,,Galaxea,gal,3.67,2.9,NA,NA,,NA,3,FIELDWORK,Post,NEW,Galaxea
Kenya,14,10,2017,,Watamu,Uyombo 2,,Goniopora,gop,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Goniopora
Kenya,14,10,2017,,Watamu,Uyombo 2,,Hydnopohora,hyd,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Hydnopohora
Kenya,14,10,2017,,Watamu,Uyombo 2,,Inverts-other,INV,0.67,0.6,NA,NA,,NA,3,FIELDWORK,Post,NEW,Inverts-other
Kenya,14,10,2017,,Watamu,Uyombo 2,,Leptoria,leo,0.67,1.2,NA,NA,,NA,3,FIELDWORK,Post,NEW,Leptoria
Kenya,14,10,2017,,Watamu,Uyombo 2,,Lobophyllia,lob,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Lobophyllia
Kenya,14,10,2017,,Watamu,Uyombo 2,,Porites massive,porM,8,1,NA,NA,,NA,3,FIELDWORK,Post,NEW,Porites massive
Kenya,14,10,2017,,Watamu,Uyombo 2,,Millepora,cme,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Millepora
Kenya,14,10,2017,,Watamu,Uyombo 2,,Montipora,mtp,0.67,0.6,NA,NA,,NA,3,FIELDWORK,Post,NEW,Montipora
Kenya,14,10,2017,,Watamu,Uyombo 2,,Pavona,pav,0.33,0.6,NA,NA,,NA,3,FIELDWORK,Post,NEW,Pavona
Kenya,14,10,2017,,Watamu,Uyombo 2,,Platygyra,pla,1,1,NA,NA,,NA,3,FIELDWORK,Post,NEW,Platygyra
Kenya,14,10,2017,,Watamu,Uyombo 2,,Pocillopora,poc,2.33,2.1,NA,NA,,NA,3,FIELDWORK,Post,NEW,Pocillopora
Kenya,14,10,2017,,Watamu,Uyombo 2,,Recent Dead Coral,RDC,9.33,8.1,NA,NA,,NA,3,FIELDWORK,Post,NEW,Recent Dead Coral
Kenya,14,10,2017,,Watamu,Uyombo 2,,Rubble,RUB,8,10.6,NA,NA,,NA,3,FIELDWORK,Post,NEW,Rubble
Kenya,14,10,2017,,Watamu,Uyombo 2,,Sand,SND,1,1,NA,NA,,NA,3,FIELDWORK,Post,NEW,Sand
Kenya,14,10,2017,,Watamu,Uyombo 2,,Seagrass,SGR,13.67,3.1,NA,NA,,NA,3,FIELDWORK,Post,NEW,Seagrass
Kenya,14,10,2017,,Watamu,Uyombo 2,,Seriatopora,ser,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Seriatopora
Kenya,14,10,2017,,Watamu,Uyombo 2,,Silt,SIL,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Silt
Kenya,14,10,2017,,Watamu,Uyombo 2,,Soft coral,SC,1.67,2.1,NA,NA,,NA,3,FIELDWORK,Post,NEW,Soft coral
Kenya,14,10,2017,,Watamu,Uyombo 2,,Sponge,Spog,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Sponge
Kenya,14,10,2017,,Watamu,Uyombo 2,,Stylophora,sty,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Stylophora
Kenya,14,10,2017,,Watamu,Uyombo 2,,Symphillia,sym,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Symphillia
Kenya,15,10,2017,,Malindi,North reef,,Acanthastrea,aca,0.67,1.2,NA,NA,,NA,3,FIELDWORK,Post,NEW,Acanthastrea
Kenya,15,10,2017,,Malindi,North reef,,Acropora,acr,3.67,0.6,NA,NA,,NA,3,FIELDWORK,Post,NEW,Acropora
Kenya,15,10,2017,,Malindi,North reef,,Algae-coralline,ACOR,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Algae-coralline
Kenya,15,10,2017,,Malindi,North reef,,Algae-Halimeda,AHAL,13,5.2,NA,NA,,NA,3,FIELDWORK,Post,NEW,Algae-Halimeda
Kenya,15,10,2017,,Malindi,North reef,,Algae-macro/fleshy,AMAC,9,8.2,NA,NA,,NA,3,FIELDWORK,Post,NEW,Algae-macro/fleshy
Kenya,15,10,2017,,Malindi,North reef,,Algae-turf,ATRF,38.33,6.5,NA,NA,,NA,3,FIELDWORK,Post,NEW,Algae-turf
Kenya,15,10,2017,,Malindi,North reef,,Astreopora,ast,0.67,0.6,NA,NA,,NA,3,FIELDWORK,Post,NEW,Astreopora
Kenya,15,10,2017,,Malindi,North reef,,Bare substrate,BS,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Bare substrate
Kenya,15,10,2017,,Malindi,North reef,,Porites branching,porB,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Porites branching
Kenya,15,10,2017,,Malindi,North reef,,Diploastrea,dip,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Diploastrea
Kenya,15,10,2017,,Malindi,North reef,,Echinopora,epo,1.67,2.9,NA,NA,,NA,3,FIELDWORK,Post,NEW,Echinopora
Kenya,15,10,2017,,Malindi,North reef,,Favia,fav,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Favia
Kenya,15,10,2017,,Malindi,North reef,,Favites,fts,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Favites
Kenya,15,10,2017,,Malindi,North reef,,Fungia,fun,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Fungia
Kenya,15,10,2017,,Malindi,North reef,,Galaxea,gal,2.33,1.5,NA,NA,,NA,3,FIELDWORK,Post,NEW,Galaxea
Kenya,15,10,2017,,Malindi,North reef,,Goniopora,gop,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Goniopora
Kenya,15,10,2017,,Malindi,North reef,,Hydnopohora,hyd,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Hydnopohora
Kenya,15,10,2017,,Malindi,North reef,,Inverts-other,INV,1.33,1.5,NA,NA,,NA,3,FIELDWORK,Post,NEW,Inverts-other
Kenya,15,10,2017,,Malindi,North reef,,Leptoria,leo,1,1,NA,NA,,NA,3,FIELDWORK,Post,NEW,Leptoria
Kenya,15,10,2017,,Malindi,North reef,,Lobophyllia,lob,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Lobophyllia
Kenya,15,10,2017,,Malindi,North reef,,Porites massive,porM,7.33,1.5,NA,NA,,NA,3,FIELDWORK,Post,NEW,Porites massive
Kenya,15,10,2017,,Malindi,North reef,,Millepora,cme,0.33,0.6,NA,NA,,NA,3,FIELDWORK,Post,NEW,Millepora
Kenya,15,10,2017,,Malindi,North reef,,Montipora,mtp,1,1,NA,NA,,NA,3,FIELDWORK,Post,NEW,Montipora
Kenya,15,10,2017,,Malindi,North reef,,Pavona,pav,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Pavona
Kenya,15,10,2017,,Malindi,North reef,,Platygyra,pla,1.67,1.2,NA,NA,,NA,3,FIELDWORK,Post,NEW,Platygyra
Kenya,15,10,2017,,Malindi,North reef,,Plesiastrea,pls,0.33,NA,NA,NA,,NA,3,FIELDWORK,Post,NEW,Plesiastrea
Kenya,15,10,2017,,Malindi,North reef,,Pocillopora,poc,2.33,1.5,NA,NA,,NA,3,FIELDWORK,Post,NEW,Pocillopora
Kenya,15,10,2017,,Malindi,North reef,,Recent Dead Coral,RDC,7.67,6,NA,NA,,NA,3,FIELDWORK,Post,NEW,Recent Dead Coral
Kenya,15,10,2017,,Malindi,North reef,,Rubble,RUB,0.67,1.2,NA,NA,,NA,3,FIELDWORK,Post,NEW,Rubble
Kenya,15,10,2017,,Malindi,North reef,,Sand,SND,2,1.7,NA,NA,,NA,3,FIELDWORK,Post,NEW,Sand
Kenya,15,10,2017,,Malindi,North reef,,Seagrass,SGR,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Seagrass
Kenya,15,10,2017,,Malindi,North reef,,Seriatopora,ser,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Seriatopora
Kenya,15,10,2017,,Malindi,North reef,,Silt,SIL,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Silt
Kenya,15,10,2017,,Malindi,North reef,,Soft coral,SC,4.67,2.5,NA,NA,,NA,3,FIELDWORK,Post,NEW,Soft coral
Kenya,15,10,2017,,Malindi,North reef,,Sponge,Spog,0.33,0.6,NA,NA,,NA,3,FIELDWORK,Post,NEW,Sponge
Kenya,15,10,2017,,Malindi,North reef,,Stylophora,sty,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Stylophora
Kenya,15,10,2017,,Malindi,North reef,,Symphillia,sym,0,0,NA,NA,,NA,3,FIELDWORK,Post,NEW,Symphillia
Kenya,16,11,2017,,Malindi,Mayunguni,,Acanthastrea,aca,0,0,,NA,,NA,NA,FIELDWORK,Post,NEW,Acanthastrea
Kenya,16,11,2017,,Malindi,Mayunguni,,Acropora,acr,0,0,,NA,,NA,NA,FIELDWORK,Post,NEW,Acropora
Kenya,16,11,2017,,Malindi,Mayunguni,,Algae-coralline,ACOR,0,0,,NA,,NA,NA,FIELDWORK,Post,NEW,Algae-coralline
Kenya,16,11,2017,,Malindi,Mayunguni,,Algae-Halimeda,AHAL,30.67,1.5,,NA,,NA,NA,FIELDWORK,Post,NEW,Algae-Halimeda
Kenya,16,11,2017,,Malindi,Mayunguni,,Algae-macro/fleshy,AMAC,5.67,3.1,,NA,,NA,NA,FIELDWORK,Post,NEW,Algae-macro/fleshy
Kenya,16,11,2017,,Malindi,Mayunguni,,Algae-turf,ATRF,14.67,8.3,,NA,,NA,NA,FIELDWORK,Post,NEW,Algae-turf
Kenya,16,11,2017,,Malindi,Mayunguni,,Astreopora,ast,0,0,,NA,,NA,NA,FIELDWORK,Post,NEW,Astreopora
Kenya,16,11,2017,,Malindi,Mayunguni,,Bare substrate,BS,0,0,,NA,,NA,NA,FIELDWORK,Post,NEW,Bare substrate
Kenya,16,11,2017,,Malindi,Mayunguni,,Porites branching,porB,0,0,,NA,,NA,NA,FIELDWORK,Post,NEW,Porites branching
Kenya,16,11,2017,,Malindi,Mayunguni,,Diploastrea,dip,0,0,,NA,,NA,NA,FIELDWORK,Post,NEW,Diploastrea
Kenya,16,11,2017,,Malindi,Mayunguni,,Echinopora,epo,0,0,,NA,,NA,NA,FIELDWORK,Post,NEW,Echinopora
Kenya,16,11,2017,,Malindi,Mayunguni,,Favia,fav,0.33,0.6,,NA,,NA,NA,FIELDWORK,Post,NEW,Favia
Kenya,16,11,2017,,Malindi,Mayunguni,,Favites,fts,0.33,0.6,,NA,,NA,NA,FIELDWORK,Post,NEW,Favites
Kenya,16,11,2017,,Malindi,Mayunguni,,Fungia,fun,0,0,,NA,,NA,NA,FIELDWORK,Post,NEW,Fungia
Kenya,16,11,2017,,Malindi,Mayunguni,,Galaxea,gal,0,0,,NA,,NA,NA,FIELDWORK,Post,NEW,Galaxea
